gid,id,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
CHA202007240,marse001,CHA,2,value,2,0,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,,,,,,,20200724,0,CHI12,h,MIN,0,1,0,regular,y,y
CHA202007240,fry-j001,CHA,3,value,4,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20200724,0,CHI12,h,MIN,0,1,0,regular,y,y
CHA202007240,cordj001,CHA,4,value,1,2,3,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,CHI12,h,MIN,0,1,0,regular,y,y
CHA202007240,bumma001,CHA,5,value,2,0,5,2,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20200724,0,CHI12,h,MIN,0,1,0,regular,y,y
CHA202007240,detwr001,CHA,6,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,CHI12,h,MIN,0,1,0,regular,y,y
CHA202007240,herrk001,CHA,7,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,CHI12,h,MIN,0,1,0,regular,y,y
CHA202007240,heuec001,CHA,8,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20200724,0,CHI12,h,MIN,0,1,0,regular,y,y
CHN202007240,woodb005,MIL,1,value,15,0,19,4,1,0,1,2,2,1,0,5,1,0,0,0,0,0,0,0,,1,,1,,,20200724,0,CHI11,v,CHN,0,1,0,regular,y,y
CHN202007240,claua001,MIL,2,value,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20200724,0,CHI11,v,CHN,0,1,0,regular,y,y
CHN202007240,wahlb001,MIL,3,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,CHI11,v,CHN,0,1,0,regular,y,y
CHN202007240,knebc001,MIL,4,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,CHI11,v,CHN,0,1,0,regular,y,y
CHN202007240,feyej001,MIL,5,value,3,0,4,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20200724,0,CHI11,v,CHN,0,1,0,regular,y,y
CHN202007240,hendk001,CHN,1,value,27,0,30,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,,,1,,1,20200724,0,CHI11,h,MIL,1,0,0,regular,y,y
CIN202007240,boydm001,DET,1,value,15,0,23,6,1,0,1,4,4,2,0,2,2,0,0,0,0,0,0,0,,1,,1,,,20200724,0,CIN09,v,CIN,0,1,0,regular,y,y
CIN202007240,cisnj001,DET,2,value,3,0,6,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20200724,0,CIN09,v,CIN,0,1,0,regular,y,y
CIN202007240,mckad001,DET,3,value,1,0,3,1,0,0,1,2,2,1,0,0,0,0,0,0,0,1,0,0,,,,,,,20200724,0,CIN09,v,CIN,0,1,0,regular,y,y
CIN202007240,sotog003,DET,4,value,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20200724,0,CIN09,v,CIN,0,1,0,regular,y,y
CIN202007240,farmb001,DET,5,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20200724,0,CIN09,v,CIN,0,1,0,regular,y,y
CIN202007240,grays001,CIN,1,value,18,0,21,3,0,0,1,1,1,2,0,9,0,1,0,0,0,0,0,0,1,,,1,,,20200724,0,CIN09,h,DET,1,0,0,regular,y,y
CIN202007240,simsl001,CIN,2,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20200724,0,CIN09,h,DET,1,0,0,regular,y,y
CIN202007240,jonen001,CIN,3,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20200724,0,CIN09,h,DET,1,0,0,regular,y,y
CIN202007240,raleb001,CIN,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20200724,0,CIN09,h,DET,1,0,0,regular,y,y
CLE202007240,duffd001,KCA,1,value,13,0,17,3,1,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,,1,,1,,,20200724,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE202007240,barls001,KCA,2,value,2,0,5,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,20200724,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE202007240,hollg001,KCA,3,value,3,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE202007240,zubet001,KCA,4,value,6,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,20200724,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE202007240,biebs001,CLE,1,value,18,0,23,4,0,0,0,0,0,1,0,14,1,0,0,0,0,1,1,0,1,,,1,,,20200724,0,CLE08,h,KCA,1,0,0,regular,y,y
CLE202007240,cimba001,CLE,2,value,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,CLE08,h,KCA,1,0,0,regular,y,y
CLE202007240,wittn001,CLE,3,value,3,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,,,,,,,20200724,0,CLE08,h,KCA,1,0,0,regular,y,y
CLE202007240,handb001,CLE,4,value,3,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,,,1,,1,,20200724,0,CLE08,h,KCA,1,0,0,regular,y,y
HOU202007240,gonzm005,SEA,1,value,13,0,20,5,1,0,0,4,3,1,0,2,0,0,0,0,0,0,0,0,,1,,1,,,20200724,0,HOU03,v,HOU,0,1,0,regular,y,y
HOU202007240,grotz001,SEA,2,value,2,0,4,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,HOU03,v,HOU,0,1,0,regular,y,y
HOU202007240,misia001,SEA,3,value,3,0,5,2,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,,,,,,,20200724,0,HOU03,v,HOU,0,1,0,regular,y,y
HOU202007240,edwac001,SEA,4,value,3,0,5,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,HOU03,v,HOU,0,1,0,regular,y,y
HOU202007240,ramiy002,SEA,5,value,3,0,5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,,,,,1,,20200724,0,HOU03,v,HOU,0,1,0,regular,y,y
HOU202007240,verlj001,HOU,1,value,18,0,21,3,0,0,2,2,2,1,0,7,0,0,0,0,0,0,0,0,1,,,1,,,20200724,0,HOU03,h,SEA,1,0,0,regular,y,y
HOU202007240,devec001,HOU,2,value,3,0,4,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,20200724,0,HOU03,h,SEA,1,0,0,regular,y,y
HOU202007240,taylb004,HOU,3,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,HOU03,h,SEA,1,0,0,regular,y,y
HOU202007240,paree003,HOU,4,value,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20200724,0,HOU03,h,SEA,1,0,0,regular,y,y
LAN202007240,andet002,SFN,1,value,5,0,11,3,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,,1,,1,,,20200724,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN202007240,garcr006,SFN,2,value,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN202007240,gausk001,SFN,3,value,12,0,18,6,3,0,1,3,2,1,0,2,0,0,0,0,1,0,1,0,,,,,,,20200724,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN202007240,coons001,SFN,4,value,2,0,6,2,0,0,0,2,2,2,0,0,0,0,0,0,0,1,0,0,,,,,,,20200724,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN202007240,peraw002,SFN,5,value,4,0,9,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,,,,,1,,20200724,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN202007240,strir001,LAN,1,value,21,0,25,4,0,0,1,1,1,0,0,7,0,0,0,0,0,0,0,0,1,,,1,,,20200724,0,LOS03,h,SFN,1,0,0,regular,y,y
LAN202007240,mcgej001,LAN,2,value,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,LOS03,h,SFN,1,0,0,regular,y,y
LAN202007240,flord002,LAN,3,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,20200724,0,LOS03,h,SFN,1,0,0,regular,y,y
NYN202007240,sorom001,ATL,1,value,18,0,21,4,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,,,,1,,,20200724,0,NYC20,v,NYN,0,1,0,regular,y,y
NYN202007240,martc007,ATL,2,value,3,0,4,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,,,,,20200724,0,NYC20,v,NYN,0,1,0,regular,y,y
NYN202007240,grees005,ATL,3,value,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20200724,0,NYC20,v,NYN,0,1,0,regular,y,y
NYN202007240,degrj001,NYN,1,value,15,0,17,1,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,,,,1,,,20200724,0,NYC20,h,ATL,1,0,0,regular,y,y
NYN202007240,lugos001,NYN,2,value,6,0,7,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,,,,,,20200724,0,NYC20,h,ATL,1,0,0,regular,y,y
NYN202007240,wilsj004,NYN,3,value,3,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20200724,0,NYC20,h,ATL,1,0,0,regular,y,y
NYN202007240,diaze006,NYN,4,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,1,,1,,20200724,0,NYC20,h,ATL,1,0,0,regular,y,y
OAK202007240,heana001,ANA,1,value,14,0,16,2,0,0,1,1,1,0,0,6,0,0,0,0,0,0,0,0,,,,1,,,20200724,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK202007240,ramin002,ANA,2,value,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK202007240,mayem001,ANA,3,value,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK202007240,barnj002,ANA,4,value,3,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20200724,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK202007240,buttt001,ANA,5,value,2,0,5,2,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK202007240,buchr001,ANA,6,value,1,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,,20200724,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK202007240,roblh001,ANA,7,value,4,0,7,1,0,0,0,3,2,1,0,2,1,1,0,0,0,0,0,0,,1,,,,,20200724,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK202007240,milnh001,ANA,8,value,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20200724,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK202007240,montf001,OAK,1,value,12,0,18,3,0,0,0,1,1,3,0,5,1,0,0,0,0,0,0,0,,,,1,,,20200724,0,OAK01,h,ANA,1,0,0,regular,y,y
OAK202007240,petiy001,OAK,2,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20200724,0,OAK01,h,ANA,1,0,0,regular,y,y
OAK202007240,mcfat001,OAK,3,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,OAK01,h,ANA,1,0,0,regular,y,y
OAK202007240,sorij001,OAK,4,value,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,20200724,0,OAK01,h,ANA,1,0,0,regular,y,y
OAK202007240,diekj001,OAK,5,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,OAK01,h,ANA,1,0,0,regular,y,y
OAK202007240,hendl001,OAK,6,value,3,0,7,2,0,0,1,1,1,2,1,2,0,0,0,0,0,0,0,0,,,,,,,20200724,0,OAK01,h,ANA,1,0,0,regular,y,y
OAK202007240,smitb005,OAK,7,value,3,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,,,1,,20200724,0,OAK01,h,ANA,1,0,0,regular,y,y
PHI202007240,alcas001,MIA,1,value,20,0,24,3,0,0,1,2,1,2,0,7,0,0,0,0,0,0,0,1,1,,,1,,,20200724,0,PHI13,v,PHI,1,0,0,regular,y,y
PHI202007240,boxbb001,MIA,2,value,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,PHI13,v,PHI,1,0,0,regular,y,y
PHI202007240,garcy001,MIA,3,value,3,0,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20200724,0,PHI13,v,PHI,1,0,0,regular,y,y
PHI202007240,kintb001,MIA,4,value,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,1,,20200724,0,PHI13,v,PHI,1,0,0,regular,y,y
PHI202007240,nolaa001,PHI,1,value,16,0,21,5,1,0,1,4,4,1,0,7,0,0,0,0,1,1,1,0,,1,,1,,,20200724,0,PHI13,h,MIA,0,1,0,regular,y,y
PHI202007240,rossr003,PHI,2,value,1,0,3,1,1,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,,,,,,,20200724,0,PHI13,h,MIA,0,1,0,regular,y,y
PHI202007240,mcclr001,PHI,3,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,PHI13,h,MIA,0,1,0,regular,y,y
PHI202007240,davia003,PHI,4,value,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,PHI13,h,MIA,0,1,0,regular,y,y
PHI202007240,kellt002,PHI,5,value,4,0,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,1,,20200724,0,PHI13,h,MIA,0,1,0,regular,y,y
SDN202007240,bumgm001,ARI,1,value,17,0,23,4,2,0,0,3,3,3,0,4,0,0,0,0,0,1,0,0,,1,,1,,,20200724,0,SAN02,v,SDN,0,1,0,regular,y,y
SDN202007240,guerj003,ARI,2,value,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,SAN02,v,SDN,0,1,0,regular,y,y
SDN202007240,ginkk001,ARI,3,value,2,0,7,3,1,0,0,4,4,2,0,2,0,0,0,0,0,1,0,0,,,,,,,20200724,0,SAN02,v,SDN,0,1,0,regular,y,y
SDN202007240,crics001,ARI,4,value,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20200724,0,SAN02,v,SDN,0,1,0,regular,y,y
SDN202007240,lopey001,ARI,5,value,3,0,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,1,,20200724,0,SAN02,v,SDN,0,1,0,regular,y,y
SDN202007240,paddc001,SDN,1,value,18,0,21,4,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,,,1,,,20200724,0,SAN02,h,ARI,1,0,0,regular,y,y
SDN202007240,pagae001,SDN,2,value,3,0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,SAN02,h,ARI,1,0,0,regular,y,y
SDN202007240,pomed001,SDN,3,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20200724,0,SAN02,h,ARI,1,0,0,regular,y,y
SDN202007240,guerj004,SDN,4,value,3,0,5,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20200724,0,SAN02,h,ARI,1,0,0,regular,y,y
SLN202007240,musgj001,PIT,1,value,17,0,23,5,0,1,2,3,3,3,0,7,0,1,0,0,0,0,1,0,,1,,1,,,20200724,0,STL10,v,SLN,0,1,0,regular,y,y
SLN202007240,holmc001,PIT,2,value,4,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20200724,0,STL10,v,SLN,0,1,0,regular,y,y
SLN202007240,rodrr008,PIT,3,value,3,0,5,2,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20200724,0,STL10,v,SLN,0,1,0,regular,y,y
SLN202007240,flahj002,SLN,1,value,21,0,27,6,0,0,0,2,2,0,0,6,0,0,0,0,0,0,0,0,1,,,1,,,20200724,0,STL10,h,PIT,1,0,0,regular,y,y
SLN202007240,helsr001,SLN,2,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,STL10,h,PIT,1,0,0,regular,y,y
SLN202007240,kim-k001,SLN,3,value,3,0,5,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,,,1,,1,,20200724,0,STL10,h,PIT,1,0,0,regular,y,y
TBA202007240,ryu-h001,TOR,1,value,14,0,22,4,3,0,1,3,3,3,0,4,1,0,0,0,0,0,0,0,,,,1,,,20200724,0,STP01,v,TBA,1,0,0,regular,y,y
TBA202007240,romaj004,TOR,2,value,3,0,5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,,,,,,20200724,0,STP01,v,TBA,1,0,0,regular,y,y
TBA202007240,bassa001,TOR,3,value,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,STP01,v,TBA,1,0,0,regular,y,y
TBA202007240,dolir001,TOR,4,value,3,0,7,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,,,,,,,20200724,0,STP01,v,TBA,1,0,0,regular,y,y
TBA202007240,gilek001,TOR,5,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,1,,1,,20200724,0,STP01,v,TBA,1,0,0,regular,y,y
TBA202007240,mortc002,TBA,1,value,12,3,20,7,0,0,1,6,6,1,0,4,0,0,0,0,2,0,0,0,,1,,1,,,20200724,0,STP01,h,TOR,0,1,0,regular,y,y
TBA202007240,thomr007,TBA,2,value,6,0,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,STP01,h,TOR,0,1,0,regular,y,y
TBA202007240,beekj001,TBA,3,value,6,0,7,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,,,,,,20200724,0,STP01,h,TOR,0,1,0,regular,y,y
TBA202007240,alvaj004,TBA,4,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,1,,20200724,0,STP01,h,TOR,0,1,0,regular,y,y
TEX202007240,marqg001,COL,1,value,17,0,23,2,2,0,0,1,1,3,0,6,0,1,0,0,0,0,0,0,,1,,1,,,20200724,0,ARL03,v,TEX,0,1,0,regular,y,y
TEX202007240,estec001,COL,2,value,4,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20200724,0,ARL03,v,TEX,0,1,0,regular,y,y
TEX202007240,diazj006,COL,3,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20200724,0,ARL03,v,TEX,0,1,0,regular,y,y
TEX202007240,lynnl001,TEX,1,value,18,0,24,2,1,0,0,0,0,4,0,9,0,0,0,0,0,1,0,1,1,,,1,,,20200724,0,ARL03,h,COL,1,0,0,regular,y,y
TEX202007240,chavj001,TEX,2,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20200724,0,ARL03,h,COL,1,0,0,regular,y,y
TEX202007240,hernj004,TEX,3,value,3,0,5,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20200724,0,ARL03,h,COL,1,0,0,regular,y,y
TEX202007240,leclj001,TEX,4,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,1,,1,,20200724,0,ARL03,h,COL,1,0,0,regular,y,y
BOS202007250,cobba001,BAL,1,value,16,0,22,4,0,0,1,1,1,0,0,6,1,0,0,0,0,0,0,1,1,,,1,,,20200725,0,BOS07,v,BOS,1,0,0,regular,y,y
BOS202007250,fry-p001,BAL,2,value,1,0,4,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20200725,0,BOS07,v,BOS,1,0,0,regular,y,y
BOS202007250,castm002,BAL,3,value,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20200725,0,BOS07,v,BOS,1,0,0,regular,y,y
BOS202007250,bleir001,BAL,4,value,5,0,7,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,,,,,,,20200725,0,BOS07,v,BOS,1,0,0,regular,y,y
BOS202007250,givem001,BAL,5,value,4,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,20200725,0,BOS07,v,BOS,1,0,0,regular,y,y
BOS202007250,perem004,BOS,1,value,15,0,23,6,2,0,0,5,4,2,0,2,0,1,0,0,0,0,0,0,,1,,1,,,20200725,0,BOS07,h,BAL,0,1,0,regular,y,y
