gid,id,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
ANA202104010,gioll001,CHA,1,value,16,0,20,2,0,0,1,2,2,2,0,8,0,0,0,0,0,0,0,0,,,,1,,,20210401,0,ANA01,v,ANA,0,1,0,regular,y,y
ANA202104010,heuec001,CHA,2,value,5,0,7,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,ANA01,v,ANA,0,1,0,regular,y,y
ANA202104010,bumma001,CHA,3,value,2,0,6,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,,1,,,,,20210401,0,ANA01,v,ANA,0,1,0,regular,y,y
ANA202104010,fostm001,CHA,4,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20210401,0,ANA01,v,ANA,0,1,0,regular,y,y
ANA202104010,bundd001,ANA,1,value,18,0,25,6,2,0,1,3,3,1,0,6,0,1,0,0,0,1,0,0,,,,1,,,20210401,0,ANA01,h,CHA,1,0,0,regular,y,y
ANA202104010,slega001,ANA,2,value,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,20210401,0,ANA01,h,CHA,1,0,0,regular,y,y
ANA202104010,mayem001,ANA,3,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,,,,,,20210401,0,ANA01,h,CHA,1,0,0,regular,y,y
ANA202104010,igler001,ANA,4,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,1,,1,,20210401,0,ANA01,h,CHA,1,0,0,regular,y,y
CHN202104010,kuhlc001,PIT,1,value,9,0,14,1,1,0,0,2,1,3,0,2,0,0,0,1,2,1,0,0,,,,1,,,20210401,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN202104010,unded001,PIT,2,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,20210401,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN202104010,holmc001,PIT,3,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN202104010,howas002,PIT,4,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,,,,,,20210401,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN202104010,bednd001,PIT,5,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20210401,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN202104010,strac001,PIT,6,value,3,0,4,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,20210401,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN202104010,rodrr008,PIT,7,value,3,0,4,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,,,1,,1,,20210401,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN202104010,hendk001,CHN,1,value,9,0,16,4,0,0,1,3,3,3,0,4,0,0,0,0,0,0,0,0,,1,,1,,,20210401,0,CHI11,h,PIT,0,1,0,regular,y,y
CHN202104010,workb001,CHN,2,value,2,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,,,,,,,20210401,0,CHI11,h,PIT,0,1,0,regular,y,y
CHN202104010,brotr001,CHN,3,value,2,0,4,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,CHI11,h,PIT,0,1,0,regular,y,y
CHN202104010,adamj002,CHN,4,value,3,0,7,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,,,,,,,20210401,0,CHI11,h,PIT,0,1,0,regular,y,y
CHN202104010,winkd001,CHN,5,value,5,0,7,1,1,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,,,,,,,20210401,0,CHI11,h,PIT,0,1,0,regular,y,y
CHN202104010,chafa001,CHN,6,value,2,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20210401,0,CHI11,h,PIT,0,1,0,regular,y,y
CHN202104010,teper001,CHN,7,value,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,CHI11,h,PIT,0,1,0,regular,y,y
CHN202104010,milla003,CHN,8,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20210401,0,CHI11,h,PIT,0,1,0,regular,y,y
CIN202104010,flahj002,SLN,1,value,13,0,22,6,3,0,2,6,6,2,0,4,1,1,0,1,0,0,0,0,,,,1,,,20210401,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202104010,webbt001,SLN,2,value,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,20210401,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202104010,helsr001,SLN,3,value,3,0,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202104010,cabrg001,SLN,4,value,3,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,20210401,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202104010,gallg001,SLN,5,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,,,,,,20210401,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202104010,reyea004,SLN,6,value,3,0,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,1,,20210401,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202104010,castl003,CIN,1,value,10,0,21,8,1,0,1,10,8,2,0,0,1,1,0,0,0,0,0,0,,1,,1,,,20210401,0,CIN09,h,SLN,0,1,0,regular,y,y
CIN202104010,bedrc001,CIN,2,value,2,0,3,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,CIN09,h,SLN,0,1,0,regular,y,y
CIN202104010,romas001,CIN,3,value,6,0,7,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20210401,0,CIN09,h,SLN,0,1,0,regular,y,y
CIN202104010,fulmc001,CIN,4,value,6,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20210401,0,CIN09,h,SLN,0,1,0,regular,y,y
CIN202104010,dools001,CIN,5,value,3,0,4,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,20210401,0,CIN09,h,SLN,0,1,0,regular,y,y
COL202104010,kersc001,LAN,1,value,17,0,28,10,0,1,0,6,5,1,0,2,0,0,0,1,0,1,1,0,,1,,1,,,20210401,0,DEN02,v,COL,0,1,0,regular,y,y
COL202104010,knebc001,LAN,2,value,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,DEN02,v,COL,0,1,0,regular,y,y
COL202104010,nelsj004,LAN,3,value,2,0,5,1,1,0,0,2,2,2,0,1,0,2,0,0,0,0,0,0,,,,,,,20210401,0,DEN02,v,COL,0,1,0,regular,y,y
COL202104010,alexs001,LAN,4,value,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,1,,20210401,0,DEN02,v,COL,0,1,0,regular,y,y
COL202104010,marqg001,COL,1,value,12,0,21,6,0,0,0,1,1,6,0,2,0,0,0,0,0,0,0,0,,,,1,,,20210401,0,DEN02,h,LAN,1,0,0,regular,y,y
COL202104010,gonzc002,COL,2,value,6,0,11,5,2,0,0,3,3,1,0,2,0,1,0,0,1,0,0,0,1,,,,,,20210401,0,DEN02,h,LAN,1,0,0,regular,y,y
COL202104010,almoy001,COL,3,value,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20210401,0,DEN02,h,LAN,1,0,0,regular,y,y
COL202104010,kinlt001,COL,4,value,3,0,5,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20210401,0,DEN02,h,LAN,1,0,0,regular,y,y
COL202104010,bardd001,COL,5,value,3,0,6,1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,,,1,,1,,20210401,0,DEN02,h,LAN,1,0,0,regular,y,y
DET202104010,biebs001,CLE,1,value,18,0,27,5,1,0,1,3,3,3,0,12,0,2,0,0,0,1,0,0,,1,,1,,,20210401,0,DET05,v,DET,0,1,0,regular,y,y
DET202104010,shawb001,CLE,2,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,DET05,v,DET,0,1,0,regular,y,y
DET202104010,karij001,CLE,3,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,1,,20210401,0,DET05,v,DET,0,1,0,regular,y,y
DET202104010,boydm001,DET,1,value,17,0,24,3,1,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,1,,,1,,,20210401,0,DET05,h,CLE,1,0,0,regular,y,y
DET202104010,cisnj001,DET,2,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20210401,0,DET05,h,CLE,1,0,0,regular,y,y
DET202104010,norrd002,DET,3,value,4,0,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,DET05,h,CLE,1,0,0,regular,y,y
DET202104010,sotog003,DET,4,value,3,0,6,2,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,,,1,,1,,20210401,0,DET05,h,CLE,1,0,0,regular,y,y
KCA202104010,gibsk002,TEX,1,value,1,0,8,4,0,0,0,5,5,3,0,1,0,0,0,0,0,0,0,1,,,,1,,,20210401,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202104010,heart001,TEX,2,value,7,0,13,4,0,0,1,2,2,1,0,2,0,0,0,0,1,0,0,0,,,,,,,20210401,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202104010,codyk001,TEX,3,value,3,0,8,4,0,0,1,3,3,1,0,2,0,0,0,0,1,0,0,0,,1,,,,,20210401,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202104010,sborj002,TEX,4,value,4,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20210401,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202104010,kingj002,TEX,5,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20210401,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202104010,degeb001,TEX,6,value,3,0,8,1,0,0,0,3,3,2,0,0,2,0,0,0,0,0,0,0,,,,,,,20210401,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202104010,allak001,TEX,7,value,3,0,6,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20210401,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202104010,kellb003,KCA,1,value,4,0,14,9,3,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,,,,1,,,20210401,0,KAN06,h,TEX,1,0,0,regular,y,y
KCA202104010,zimmk001,KCA,2,value,2,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20210401,0,KAN06,h,TEX,1,0,0,regular,y,y
KCA202104010,hernc006,KCA,3,value,9,0,12,3,0,0,0,2,2,1,0,5,0,0,0,0,0,0,0,0,1,,,,,,20210401,0,KAN06,h,TEX,1,0,0,regular,y,y
KCA202104010,hahnj001,KCA,4,value,3,0,6,1,0,0,0,1,1,1,0,2,1,1,0,0,0,0,0,0,,,,,,,20210401,0,KAN06,h,TEX,1,0,0,regular,y,y
KCA202104010,barls001,KCA,5,value,5,0,8,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,,,,,,,20210401,0,KAN06,h,TEX,1,0,0,regular,y,y
KCA202104010,hollg001,KCA,6,value,2,0,5,1,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,1,,,,,,,20210401,0,KAN06,h,TEX,1,0,0,regular,y,y
KCA202104010,daviw001,KCA,7,value,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,,1,,1,,20210401,0,KAN06,h,TEX,1,0,0,regular,y,y
MIA202104010,glast001,TBA,1,value,18,0,19,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,,,1,,,20210401,0,MIA02,v,MIA,1,0,0,regular,y,y
MIA202104010,thomr007,TBA,2,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,20210401,0,MIA02,v,MIA,1,0,0,regular,y,y
MIA202104010,fairp001,TBA,3,value,3,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,20210401,0,MIA02,v,MIA,1,0,0,regular,y,y
MIA202104010,castd002,TBA,4,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,1,,1,,20210401,0,MIA02,v,MIA,1,0,0,regular,y,y
MIA202104010,alcas001,MIA,1,value,18,0,23,2,1,0,0,0,0,2,0,7,1,0,0,0,0,0,0,0,,,,1,,,20210401,0,MIA02,h,TBA,0,1,0,regular,y,y
MIA202104010,flord002,MIA,2,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20210401,0,MIA02,h,TBA,0,1,0,regular,y,y
MIA202104010,garcy001,MIA,3,value,3,0,4,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,,,,,20210401,0,MIA02,h,TBA,0,1,0,regular,y,y
MIA202104010,detwr001,MIA,4,value,2,0,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20210401,0,MIA02,h,TBA,0,1,0,regular,y,y
MIA202104010,cimba001,MIA,5,value,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,20210401,0,MIA02,h,TBA,0,1,0,regular,y,y
MIL202104010,maedk001,MIN,1,value,13,0,23,6,0,0,0,2,1,2,0,5,1,0,0,0,0,0,0,0,,,,1,,,20210401,0,MIL06,v,MIL,0,1,0,regular,y,y
MIL202104010,dufft001,MIN,2,value,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20210401,0,MIL06,v,MIL,0,1,0,regular,y,y
MIL202104010,stasc001,MIN,3,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,MIL06,v,MIL,0,1,0,regular,y,y
MIL202104010,roget001,MIN,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,MIL06,v,MIL,0,1,0,regular,y,y
MIL202104010,roblh001,MIN,5,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20210401,0,MIL06,v,MIL,0,1,0,regular,y,y
MIL202104010,coloa001,MIN,6,value,3,0,7,2,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,20210401,0,MIL06,v,MIL,0,1,0,regular,y,y
MIL202104010,dobnr001,MIN,7,value,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,1,,20210401,0,MIL06,v,MIL,0,1,0,regular,y,y
MIL202104010,woodb005,MIL,1,value,12,0,20,6,1,0,0,3,3,2,0,5,0,1,0,1,0,0,0,0,,,,1,,,20210401,0,MIL06,h,MIN,1,0,0,regular,y,y
MIL202104010,peraf001,MIL,2,value,6,0,11,2,0,1,0,0,0,3,0,6,0,0,0,0,0,1,0,0,,,,,,,20210401,0,MIL06,h,MIN,1,0,0,regular,y,y
MIL202104010,yarde001,MIL,3,value,3,0,5,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20210401,0,MIL06,h,MIN,1,0,0,regular,y,y
MIL202104010,feyej001,MIL,4,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20210401,0,MIL06,h,MIN,1,0,0,regular,y,y
MIL202104010,lindj004,MIL,5,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,MIL06,h,MIN,1,0,0,regular,y,y
MIL202104010,hadej001,MIL,6,value,3,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,,,,1,,20210401,0,MIL06,h,MIN,1,0,0,regular,y,y
NYA202104010,ryu-h001,TOR,1,value,16,0,21,4,0,0,1,2,2,1,0,5,0,0,0,0,0,0,0,0,,,,1,,,20210401,0,NYC21,v,NYA,1,0,0,regular,y,y
NYA202104010,chatt001,TOR,2,value,2,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,NYC21,v,NYA,1,0,0,regular,y,y
NYA202104010,pheld001,TOR,3,value,3,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20210401,0,NYC21,v,NYA,1,0,0,regular,y,y
NYA202104010,dolir001,TOR,4,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20210401,0,NYC21,v,NYA,1,0,0,regular,y,y
NYA202104010,romaj004,TOR,5,value,3,0,5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,1,,,,,,20210401,0,NYC21,v,NYA,1,0,0,regular,y,y
NYA202104010,merrj001,TOR,6,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,1,,1,,20210401,0,NYC21,v,NYA,1,0,0,regular,y,y
NYA202104010,coleg001,NYA,1,value,16,0,23,5,0,0,1,2,2,2,0,8,0,0,0,0,0,0,0,0,,,,1,,,20210401,0,NYC21,h,TOR,0,1,0,regular,y,y
NYA202104010,greec003,NYA,2,value,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,20210401,0,NYC21,h,TOR,0,1,0,regular,y,y
NYA202104010,loaij001,NYA,3,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,NYC21,h,TOR,0,1,0,regular,y,y
NYA202104010,odayd001,NYA,4,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,NYC21,h,TOR,0,1,0,regular,y,y
NYA202104010,nelsn001,NYA,5,value,3,0,4,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,,1,,,1,,20210401,0,NYC21,h,TOR,0,1,0,regular,y,y
OAK202104010,greiz001,HOU,1,value,18,0,19,3,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,,,1,,,20210401,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK202104010,paree003,HOU,2,value,3,0,6,1,1,0,0,1,0,2,0,2,0,0,0,0,1,1,0,0,,,,,,,20210401,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK202104010,smitj002,HOU,3,value,2,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK202104010,taylb004,HOU,4,value,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK202104010,stanr002,HOU,5,value,3,0,5,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,,,,,1,,20210401,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK202104010,bassc001,OAK,1,value,16,0,22,4,2,0,0,3,3,2,0,3,1,0,0,0,0,0,0,0,,1,,1,,,20210401,0,OAK01,h,HOU,0,1,0,regular,y,y
OAK202104010,petiy001,OAK,2,value,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20210401,0,OAK01,h,HOU,0,1,0,regular,y,y
OAK202104010,trivl001,OAK,3,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20210401,0,OAK01,h,HOU,0,1,0,regular,y,y
OAK202104010,kolaa001,OAK,4,value,1,0,5,2,0,0,2,2,2,1,0,0,1,0,0,0,0,0,0,0,,,,,,,20210401,0,OAK01,h,HOU,0,1,0,regular,y,y
OAK202104010,wendj001,OAK,5,value,2,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20210401,0,OAK01,h,HOU,0,1,0,regular,y,y
OAK202104010,gudur001,OAK,6,value,3,0,7,2,0,0,0,3,3,2,0,0,0,1,0,0,2,0,0,0,,,,,1,,20210401,0,OAK01,h,HOU,0,1,0,regular,y,y
PHI202104010,friem001,ATL,1,value,15,0,24,6,2,0,0,2,2,2,0,8,1,0,0,0,1,0,0,0,,,,1,,,20210401,0,PHI13,v,PHI,0,1,0,regular,y,y
PHI202104010,matzt001,ATL,2,value,3,0,5,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,,,,,,,20210401,0,PHI13,v,PHI,0,1,0,regular,y,y
PHI202104010,minta001,ATL,3,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20210401,0,PHI13,v,PHI,0,1,0,regular,y,y
PHI202104010,martc007,ATL,4,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,20210401,0,PHI13,v,PHI,0,1,0,regular,y,y
PHI202104010,smitw002,ATL,5,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,20210401,0,PHI13,v,PHI,0,1,0,regular,y,y
PHI202104010,jonen001,ATL,6,value,2,0,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,1,,,1,,20210401,0,PHI13,v,PHI,0,1,0,regular,y,y
PHI202104010,nolaa001,PHI,1,value,20,0,27,6,2,0,1,2,2,0,0,6,0,0,0,0,0,0,0,0,,,,1,,,20210401,0,PHI13,h,ATL,1,0,0,regular,y,y
PHI202104010,brada001,PHI,2,value,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20210401,0,PHI13,h,ATL,1,0,0,regular,y,y
PHI202104010,alvaj004,PHI,3,value,3,0,6,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,,,,,,,20210401,0,PHI13,h,ATL,1,0,0,regular,y,y
PHI202104010,nerih001,PHI,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,PHI13,h,ATL,1,0,0,regular,y,y
PHI202104010,brogc001,PHI,5,value,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,,20210401,0,PHI13,h,ATL,1,0,0,regular,y,y
SDN202104010,bumgm001,ARI,1,value,12,0,23,7,1,0,2,6,6,3,0,6,1,0,0,0,0,0,0,0,,,,1,,,20210401,0,SAN02,v,SDN,0,1,0,regular,y,y
SDN202104010,ginkk001,ARI,2,value,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,SAN02,v,SDN,0,1,0,regular,y,y
SDN202104010,crics001,ARI,3,value,2,0,4,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,SAN02,v,SDN,0,1,0,regular,y,y
SDN202104010,youna002,ARI,4,value,4,0,6,2,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,,1,,,,,20210401,0,SAN02,v,SDN,0,1,0,regular,y,y
SDN202104010,clart003,ARI,5,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20210401,0,SAN02,v,SDN,0,1,0,regular,y,y
SDN202104010,darvy001,SDN,1,value,14,0,23,8,3,0,2,4,4,1,0,6,0,0,0,0,0,0,0,0,,,,1,,,20210401,0,SAN02,h,ARI,1,0,0,regular,y,y
SDN202104010,hillt002,SDN,2,value,1,0,4,2,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,SAN02,h,ARI,1,0,0,regular,y,y
SDN202104010,kelak001,SDN,3,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,SAN02,h,ARI,1,0,0,regular,y,y
SDN202104010,pagae001,SDN,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,20210401,0,SAN02,h,ARI,1,0,0,regular,y,y
SDN202104010,pomed001,SDN,5,value,3,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,20210401,0,SAN02,h,ARI,1,0,0,regular,y,y
SDN202104010,melam001,SDN,6,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,1,,20210401,0,SAN02,h,ARI,1,0,0,regular,y,y
SEA202104010,gausk001,SFN,1,value,20,0,24,2,2,0,0,1,1,2,0,6,0,0,0,0,1,0,0,0,,,,1,,,20210401,0,SEA03,v,SEA,0,1,0,regular,y,y
SEA202104010,barac001,SFN,2,value,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,SEA03,v,SEA,0,1,0,regular,y,y
SEA202104010,wislm001,SFN,3,value,0,3,3,2,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20210401,0,SEA03,v,SEA,0,1,0,regular,y,y
SEA202104010,garcj006,SFN,4,value,1,0,3,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,SEA03,v,SEA,0,1,0,regular,y,y
SEA202104010,roget002,SFN,5,value,2,0,5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,20210401,0,SEA03,v,SEA,0,1,0,regular,y,y
SEA202104010,mcgej001,SFN,6,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20210401,0,SEA03,v,SEA,0,1,0,regular,y,y
SEA202104010,alvaj003,SFN,7,value,0,3,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,,1,,,1,,20210401,0,SEA03,v,SEA,0,1,0,regular,y,y
SEA202104010,gonzm005,SEA,1,value,18,0,27,8,2,0,3,5,5,3,1,2,0,0,0,0,0,0,0,0,,,,1,,,20210401,0,SEA03,h,SFN,1,0,0,regular,y,y
SEA202104010,sadlc002,SEA,2,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20210401,0,SEA03,h,SFN,1,0,0,regular,y,y
SEA202104010,vestw001,SEA,3,value,3,0,6,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,,20210401,0,SEA03,h,SFN,1,0,0,regular,y,y
SEA202104010,montr004,SEA,4,value,3,0,4,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20210401,0,SEA03,h,SFN,1,0,0,regular,y,y
SEA202104010,misia001,SEA,5,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,,20210401,0,SEA03,h,SFN,1,0,0,regular,y,y
ANA202104020,keucd001,CHA,1,value,12,2,19,6,1,1,1,6,4,2,0,4,0,0,0,0,0,0,0,0,,,,1,,,20210402,0,ANA01,v,ANA,1,0,0,regular,y,y
